texto,sigla,nivel
COMANDO FECHAMENTO REMOTO,FCRE,2
COMANDO FECHAMENTO REMOTO 01F1 - FECHADO,FCRE,3
REMOTO FECHAMENTO COMANDO 52-1 - TRIP,FCRE,3
COMANDO FECHAMENTO IED 01F1 BLQUEIO,FCRE,4
COMANDO FECHAMETO - FECHADO,FCRE,4
POS. COMANDO REMOTOO 52-22 52-1 REMOTO,FCRE,5
PPOS. 01Q0 01F1 REMOTO -,FCRE,5
COMUTADOR,CDC,1
COMUTADOR,CDC,1
COMUTADOR,CDC,2
COMUTADOR,CDC,2
COMUTADOR 43TC - POS. REMOTO,CDC,3
COMUTADOR 43TC - ABERTO,CDC,3
COMTUADOR 52-1 BLOQUEIO,CDC,4
011Q0 - FECHADO,CDC,4
- COMUTAODR 52-2 BLLOQUEIO,CDC,5
- IED 001F1 ECHADO,CDC,5
DEFEITO CDC,DCDC,1
DEFEITO CDC,DCDC,1
DEFEITO CDC,DCDC,2
DEFEITO CDC,DCDC,2
DEFEITO CDC 52-2 - ABERTO,DCDC,3
DEFEITO CDC 01F1 - ABERTO,DCDC,3
CDC EFEITO - BLOQUEIO,DCDC,4
CDC 52-1 - FECHDO,DCDC,4
EMOTOO - 52-1 POS.R,DCDC,5
01Q0 CDC - 3TC,DCDC,5
DEFEITO COMANDO,DCMD,1
DEFEITO COMANDO,DCMD,1
DEFEITO COMANDO,DCMD,2
DEFEITO COMANDO,DCMD,2
COMANDO DEFEITO 52-1 - BLOQUEIO,DCMD,3
COMANDO DEFEITO 43TC - TRIP,DCMD,3
DEFEITO COMANDO 52-1 OPS. REMOTO,DCMD,4
DEFEITO COMANNDO 43TC ABERTO,DCMD,4
01Q0 - IRP 52-1,DCMD,5
- 43TCC COMANDO 34TC,DCMD,5
DEFEITO DISJUNTOR,DFDJ,1
DEFEITO DISJUNTOR,DFDJ,1
DEFEITO DISJ,DFDJ,2
DEFEITO DISJ,DFDJ,2
DEFEITO DISJ 01F1 - BLOQUEIO,DFDJ,3
DEFEITO DISJUNTOR 01Q0 - BLOQUEIO,DFDJ,3
DEFEITO DISJ 52-1 FECHADO,DFDJ,4
DISJ DEFEITO - FECHADDO,DFDJ,4
-01Q0 552-2 DISJ,DFDJ,5
REMOTO DEFEITO- 01Q0 PS.,DFDJ,5
DEFEITO MOTOR,DMOT,1
DEFEITO MOTOR,DMOT,1
DEFEITO MOTOR,DMOT,2
DEFEITO MOTOR,DMOT,2
MOTOR DEFEITO 01Q0 - POS. REMOTO,DMOT,3
DEFEITO MOTOR IED 01F1 - ABERTO,DMOT,3
MOTOR DEFEITO 43TCC -,DMOT,4
DEFEIT 01F1 - TRIP,DMOT,4
MMOTOR 01F1 - POS.,DMOT,5
TRIP 43CTT 52-2 -,DMOT,5
DEFEITO MOTOR CDC,CDMT,1
DEFEITO MOTOR CDC,CDMT,1
DEFEITO MOTOR CDC,CDMT,2
DEFEITO MOTOR CDC,CDMT,2
CDC DEFEITO MOTOR 01F1 - ABERTO,CDMT,3
MOTOR CDC DEFEITO 52-1 - FECHADO,CDMT,3
CDC DEFEITO MOTOR POOS. REMOTO,CDMT,4
DEFIETO MOTOR CDC -,CDMT,4
52-2 - DEFETO DCC 01F1,CDMT,5
- CCDC 52-1 DEFIETO,CDMT,5
DEFEITO PT100,DPT1,1
DEFEITO PT100,DPT1,1
DEFEITO PT100,DPT1,2
DEFEITO PT100,DPT1,2
PT100 DEFEITO 01F1 - BLOQUEIO,DPT1,3
DEFEITO PT100 43TC - FECHADO,DPT1,3
PT10043TC - TRIP,DPT1,4
PT100 DEFEITOO IED -,DPT1,4
01Q0 DEFEITO -ABETRO,DPT1,5
2-1 0F1 PT100 -,DPT1,5
DEFEITO RELE,DR,1
DEFEITO RELE,DR,1
DEFEITO RELE,DR,2
DEFEITO RELE,DR,2
DEFEITO RELE 52-2 - TRIP,DR,3
DEFEITO RELE 01Q0 - ABERTO,DR,3
DEFIETO 43TC - BLOQUEIO,DR,4
DEFEITO RELE IIED 01F1 -,DR,4
52-1 1- DEFEITO0 1F,DR,5
RELE 52- IED DEFEITO,DR,5
DEFEITO RELE 21,DR21,1
DEFEITO RELE 21,DR21,1
DEFEITO RELE 21,DR21,2
DEFEITO RELE 21,DR21,2
RELE DEFEITO 21 52-2 - BLOQUEIO,DR21,3
RELE 21 DEFEITO 01F1 - ABERTO,DR21,3
RELE 52-1 - POS. RMEOTO,DR21,4
DEFEITO 01Q0 TRIP (21)),DR21,4
- 52--1 DEFEITO 01F1 RELE,DR21,5
01F1 52-1 DEFETO ABERTO,DR21,5
DEFEITO RELE 2414,DR14,1
DEFEITO RELE 2414,DR14,1
DEFEITO RELE 2414,DR14,2
DEFEITO RELE 2414,DR14,2
RELE 2414 DEFEITO 52-1 - TRIP,DR14,3
RELE DEFEITO 2414 IED 01F1 - POS. REMOTO,DR14,3
RELE DEFEEITO 2414 IED 01F1 POS. REMOTO,DR14,4
DEFEITO RELE 244 TRIP,DR14,4
RELE DEFEITOI 01F11 FECHADO ED,DR14,5
POS. 01F1 43TC REEMOTO 2414,DR14,5
DEFEITO RELE 25,DR25,1
DEFEITO RELE 25,DR25,1
DEFEITO RELE 25,DR25,2
DEFEITO RELE 25,DR25,2
25 DEFEITO RELE 01Q0 - TRIP,DR25,3
DEFEITO RELE 25 IED 01F1 - ABERTO,DR25,3
DEFEITO 522-1 REMOTO (25),DR25,4
DEFEITO 25 RELE - ABERTOO,DR25,4
25 - DEFEITO RELE 43TCC,DR25,5
EDFEITO 01F1 (25),DR25,5
DEFEITO RELE 67,DR67,1
DEFEITO RELE 67,DR67,1
DEFEITO RELE 67,DR67,2
DEFEITO RELE 67,DR67,2
DEFEITO 67 RELE 52-2 - TRIP,DR67,3
DEFEITO RELE 67 IED 01F1 - TRIP,DR67,3
RELE 01F1 BLOOQUEIO (67),DR67,4
RELE 67 011F1 - FECHADO,DR67,4
52-1 6(7) 011Q0,DR67,5
6752-1 -01F1 DEFEITO,DR67,5
DEFEITO RELE 81,DR81,1
DEFEITO RELE 81,DR81,1
DEFEITO RELE 81,DR81,2
DEFEITO RELE 81,DR81,2
DEFEITO RELE 81 43TC - FECHADO,DR81,3
81 DEFEITO RELE 52-1 - POS. REMOTO,DR81,3
RELE 881 DEFEITO - TRIP,DR81,4
REL EDEFEITO 81 - ABERTO,DR81,4
01F1 8152-2 RELE ABEROT IED,DR81,5
IIED RELEDEFEITO 52-2 81,DR81,5
DEFEITO RELE 87,DR87,1
DEFEITO RELE 87,DR87,1
DEFEITO RELE 87,DR87,2
DEFEITO RELE 87,DR87,2
87 DEFEITO RELE 43TC - FECHADO,DR87,3
87 RELE DEFEITO 01Q0 - POS. REMOTO,DR87,3
DEFEITO 52-1POS. REMOTO (87),DR87,4
43TC ABERTTO (87),DR87,4
DEFEIO RELE 011F REMOTO POS.,DR87,5
01Q0 RELE 87 01F1 DEFEITT,DR87,5
DEFEITO RELE 90,DR90,1
DEFEITO RELE 90,DR90,1
DEFEITO RELE 90,DR90,2
DEFEITO RELE 90,DR90,2
RELE DEFEITO 90 IED 01F1 - ABERTO,DR90,3
RELE 90 DEFEITO 52-1 - TRIP,DR90,3
RELE DEFEITO 01Q0 FECHADDO (90),DR90,4
DEFEITO 01F1 - AEBRTO,DR90,4
01F1 34TC DEFEITO (90),DR90,5
DEFITO90 52-1 - RELE,DR90,5
DEFEITO RELE ALTERNADO,DRRT,1
DEFEITO RELE ALTERNADO,DRRT,1
DEFEITO RELE ALTERNADO,DRRT,2
DEFEITO RELE ALTERNADO,DRRT,2
RELE DEFEITO ALTERNADO 01Q0 - TRIP,DRRT,3
RELE ALTERNADO DEFEITO 52-2 - TRIP,DRRT,3
DEFEITO RELE 1Q0 - ABERTO,DRRT,4
DEFEITO ALTERNADO RELE 01F 1TRIP,DRRT,4
DEFEITO ALTENADO 552-1 01Q0 -,DRRT,5
ALTERNAD ABERTO 552-2 -,DRRT,5
DEFEITO RELE MONITOR DE PARALELISMO,DRPL,1
DEFEITO RELE MONITOR DE PARALELISMO,DRPL,1
DEFEITO RELE MONITOR DE PARALELISMO,DRPL,2
DEFEITO RELE MONITOR DE PARALELISMO,DRPL,2
DEFEITO RELE MONITOR DE PARALELISMO IED 01F1 - TRIP,DRPL,3
PARALELISMO RELE DEFEITO DE MONITOR 52-2 - FECHADO,DRPL,3
DEFEITO MONITOR DE PPARALELISMO 52-1 - TRIP,DRPL,4
RELE DE PARALELISMO 521 - POS. REMOTO,DRPL,4
5-21 ONITOR 01F1 - DEFEITO,DRPL,5
PARALELISMO 52-1 MONITOR 01Q0 REMOTO RELE,DRPL,5
DEFEITO RELE MONITORAMENTO DE TEMPERATURA,DRTM,1
DEFEITO RELE MONITORAMENTO DE TEMPERATURA,DRTM,1
DEFEITO RELE MONITORAMENTO DE TEMP,DRTM,2
DEFEITO RELE MONITORAMENTO DE TEMP,DRTM,2
DE MONITORAMENTO RELE DEFEITO TEMP 01F1 - POS. REMOTO,DRTM,3
DEFEITO DE MONITORAMENTO TEMPERATURA RELE 52-1 - FECHADO,DRTM,3
MONITORAMENTO RELLE DEFEITO IED - TRIP,DRTM,4
TEMP DE MONITORAMENTO 52-1 - TRI,DRTM,4
52-2 ABERTO DFEEITOO RELE TEMP 43TC,DRTM,5
MONITORAMENTO DE DEFEITO5 RELE IE 2-1 D01F1,DRTM,5
DEFEITO RELE MONITORAMENTO DE TEMPERATURA 1,DRT1,1
DEFEITO RELE MONITORAMENTO DE TEMPERATURA 1,DRT1,1
DEFEITO RELE MONITORAMENTO DE TEMP 1,DRT1,2
DEFEITO RELE MONITORAMENTO DE TEMP 1,DRT1,2
RELE DEFEITO MONITORAMENTO DE TEMPERATURA 1 01F1 - POS. REMOTO,DRT1,3
TEMP RELE 1 DEFEITO MONITORAMENTO DE IED 01F1 - BLOQUEIO,DRT1,3
1 TEMPERATURA DEFEITO RELE MONITORAMENNTO DE - ABERTO,DRT1,4
DEFEITTO TEMP 1 MONITORAMENTO RELE 52-1 - BLOQUEIO,DRT1,4
43TC 1 - MONITORAMENTO BLOQUEIO DEFEITO 1F1,DRT1,5
RELE DE DEFFEITO TRIP 01Q0,DRT1,5
DEFEITO RELE MONITORAMENTO DE TEMPERATURA 2,DRT2,1
DEFEITO RELE MONITORAMENTO DE TEMPERATURA 2,DRT2,1
DEFEITO RELE MONITORAMENTO DE TEMPERATURA 2,DRT2,2
DEFEITO RELE MONITORAMENTO DE TEMP 2,DRT2,2
2 RELE DE DEFEITO MONITORAMENTO TEMP 52-2 - ABERTO,DRT2,3
MONITORAMENTO TEMP DE 2 DEFEITO RELE IED 01F1 - TRIP,DRT2,3
DE DEFEITO MONITORAMENTO TEMP RELLE 01F1 -,DRT2,4
TEMPERATURA DE 2 RELE MONITORAMENTO DEFEITO 52-2 POS .REMOTO,DRT2,4
- RLE TEMP 52-1 DE 01F1 DEFEITO,DRT2,5
TEMP DEEFEITO RELE ABERTO43TC DE 2,DRT2,5
DEFEITO RELE MONITORAMENTO DE TEMPERATURA 3,DRT3,1
DEFEITO RELE MONITORAMENTO DE TEMPERATURA 3,DRT3,1
DEFEITO RELE MONITORAMENTO DE TEMPERATURA 3,DRT3,2
DEFEITO RELE MONITORAMENTO DE TEMPERATURA 3,DRT3,2
TEMP DEFEITO DE 3 RELE MONITORAMENTO 01Q0 - TRIP,DRT3,3
MONITORAMENTO TEMP DE 3 RELE DEFEITO 52-1 - BLOQUEIO,DRT3,3
TEMP DEFEITO 3 DE MONTORAMENTO - FECHADO,DRT3,4
MONITOORAMENTO 3 DE 52-2 - POS. REMOTO,DRT3,4
TMEP DE - 52-1 DEFEITO IED RELE 01F1,DRT3,5
1Q0 3 TEMP - ABERTO DEEITO DE 01F1,DRT3,5
DEFEITO RELE MONITORAMENTO DE TEMPERATURA E AVR,DRTMAVR,1
DEFEITO RELE MONITORAMENTO DE TEMPERATURA E AVR,DRTMAVR,1
DEFEITO RELE MONITORAMENTO DE TEMPERATURA E AVR,DRTMAVR,2
DEFEITO RELE MONITORAMENTO DE TEMP E AVR,DRTMAVR,2
MONITORAMENTO RELE TEMP AVR E DE DEFEITO 01F1 - BLOQUEIO,DRTMAVR,3
MONITORAMENTO AVR E TEMP RELE DEFEITO DE 01Q0 - BLOQUEIO,DRTMAVR,3
MONITORMENTO RELE DE E AVR 01F1 - REMOTO,DRTMAVR,4
TEMP DEFEITO AVR DE E -- BLOQUEIO,DRTMAVR,4
3TC DEFEITO EE - AVR TRIP4 MONITORAMENTO,DRTMAVR,5
43TC DEFETO E RELE AVR - 01F1,DRTMAVR,5
DEFEITO RELE PRINCIPAL,DRPR,1
DEFEITO RELE PRINCIPAL,DRPR,1
DEFEITO RELE PRINCIPAL,DRPR,2
DEFEITO RELE PRINCIPAL,DRPR,2
PRINCIPAL DEFEITO RELE 43TC - BLOQUEIO,DRPR,3
PRINCIPAL DEFEITO RELE 52-1 - POS. REMOTO,DRPR,3
DEFEITO RELLE 01F1 - TRIP,DRPR,4
DEFEITO RELE PRINCIPAL 52-1 BLLOQUEIO,DRPR,4
52-2 52-2 PRINCIPAL - EELE,DRPR,5
01F1 BLOQUIEO RELE 01F1 --,DRPR,5
DEFEITO RELIGADOR,DREL,1
DEFEITO RELIGADOR,DREL,1
DEFEITO RELIGADOR,DREL,2
DEFEITO RELIGADOR,DREL,2
DEFEITO RELIGADOR 52-1 - POS. REMOTO,DREL,3
RELIGADOR DEFEITO 52-2 - TRIP,DREL,3
DEFEITO 52-1 - POS. RMEOTO,DREL,4
EDFEITO 43TC - TRIP,DREL,4
2-2 IED RELIGADDOR TRIP5,DREL,5
01F1 POS. REELIGADOR -,DREL,5
DEFEITO RETIFICADOR,DRET,1
DEFEITO RETIFICADOR,DRET,1
DEFEITO RETIFICADOR,DRET,2
DEFEITO RETIFICADOR,DRET,2
RETIFICADOR DEFEITO IED 01F1 - POS. REMOTO,DRET,3
RETIFICADOR DEFEITO 01F1 - POS. REMOTO,DRET,3
DEFFEITO 52-1 - BLOQUEIO,DRET,4
RETIFFICADOR DEFEITO 43TC -,DRET,4
TRIP 52-2 RETFICADR 01F1,DRET,5
DEFEITO RETIFICADOR FECHADOO 01Q0,DRET,5
DEFEITO SECCIONADORA,DSEC,1
DEFEITO SECCIONADORA,DSEC,1
DEFEITO SECC,DSEC,2
DEFEITO SECC,DSEC,2
SECC DEFEITO 01Q0 - BLOQUEIO,DSEC,3
SECC DEFEITO IED 01F1 - ABERTO,DSEC,3
DEFEITO SECC 01F1 -,DSEC,4
DEFEITO SECCIONADOA - ABERTO,DSEC,4
IED DEFEITO BLQUEIO SECC 01F1,DSEC,5
SECC DEEITO 4T3C 52-1,DSEC,5
DEFEITO SENSOR EXTERNO,DSEX,1
DEFEITO SENSOR EXTERNO,DSEX,1
DEFEITO SENSOR EXTERNO,DSEX,2
DEFEITO SENSOR EXTERNO,DSEX,2
EXTERNO DEFEITO SENSOR 01F1 - FECHADO,DSEX,3
EXTERNO DEFEITO SENSOR 52-1 - POS. REMOTO,DSEX,3
SENSOR0 1F1 - FECHADO,DSEX,4
EXTERNNO DEFEITO 01Q0 TRIP,DSEX,4
52-1 01Q0 - EXTERNO,DSEX,5
SENSOR - TRIP 01F1 01F1,DSEX,5
DEFEITO SIMULTANEO,DSIM,1
DEFEITO SIMULTANEO,DSIM,1
DEFEITO SIMULTANEO,DSIM,2
DEFEITO SIMULTANEO,DSIM,2
SIMULTANEO DEFEITO 43TC - ABERTO,DSIM,3
SIMULTANEO DEFEITO IED 01F1 - POS. REMOTO,DSIM,3
SMULTANEO DEFEITO - BLOQUEIO,DSIM,4
SIMULTANEO 01F1 - REMMOTO,DSIM,4
- 0F11 IED 43TC DEFEITO,DSIM,5
SIMUTANOE - 43TC 52-1,DSIM,5
DHT - SECADOR DE SILICA,DHT,1
DHT - SECADOR DE SILICA,DHT,1
DHT - SECADOR DE SILICA,DHT,2
DHT - SECADOR DE SILICA,DHT,2
DHT SECADOR SILICA - DE 01F1 - TRIP,DHT,3
DE - SECADOR SILICA DHT IED 01F1 - ABERTO,DHT,3
SECADOR DHT SILICA - 443TC - TRIP,DHT,4
SILICA DHT - - PO.S REMOTO,DHT,4
SECADOR - DHT -0Q10 43TC,DHT,5
DHT IED - DE ABERTO 01F1 - SECAORR,DHT,5
DIAFRAGMA TRANSFORMADOR,DIAF,1
DIAFRAGMA TRANSFORMADOR,DIAF,1
DIAFRAGMA TR,DIAF,2
DIAFRAGMA TR,DIAF,2
DIAFRAGMA TR IED 01F1 - ABERTO,DIAF,3
TR DIAFRAGMA 43TC - TRIP,DIAF,3
TR DIAFRAAGMA 01F1 -,DIAF,4
TR 01F1 - FCEHADO,DIAF,4
- 52-1 REMOTO 43TC TRR,DIAF,5
BAERTO DIAFRAGMA - 52--1,DIAF,5
DISJUNTOR NA,DJA1,1
DISJUNTOR NA,DJA1,1
DISJ NA,DJA1,2
DISJ NA,DJA1,2
DISJ NA 43TC - BLOQUEIO,DJA1,3
NA DISJUNTOR 43TC - TRIP,DJA1,3
DISJ IED 01F1 - REMOO,DJA1,4
NA DISJ 52-2 BLOQEUIO,DJA1,4
2-1 NA DSIJ 01Q05,DJA1,5
NA52-1 - 52-1,DJA1,5
DISJUNTOR NA,DJA1,1
DISJUNTOR NA,DJA1,1
DISJ NA,DJA1,2
DISJ NA,DJA1,2
DISJ NA 43TC - BLOQUEIO,DJA1,3
NA DISJUNTOR 43TC - TRIP,DJA1,3
DISJ IED 01F1 - REMOO,DJA1,4
NA DISJ 52-2 BLOQEUIO,DJA1,4
2-1 NA DSIJ 01Q05,DJA1,5
NA52-1 - 52-1,DJA1,5
DISJUNTOR NF (LIGADO/DESLIGADO/ABERTO/FECHADO),DJF1,1
DISJUNTOR NF (LIGADO/DESLIGADO/ABERTO/FECHADO),DJF1,1
DISJ NF (LIGADO/DESLIGADO/ABERTO/FECHADO),DJF1,2
DISJ NF (LIGADO/DESLIGADO/ABERTO/FECHADO),DJF1,2
(LIGADO/DESLIGADO/ABERTO/FECHADO) DISJ NF IED 01F1 - FECHADO,DJF1,3
DISJUNTOR (LIGADO/DESLIGADO/ABERTO/FECHADO) NF 43TC - TRIP,DJF1,3
DISJ NF 011Q0 - BLOQUEIO,DJF1,4
(LIGADO/DESLIGADO/ABERTO/FECHADO) DISJ EID 01F1 -,DJF1,4
AEBRTO 52-1 (LGADO/DESLIGADO/ABERTO/FECHADO) -,DJF1,5
01F1 FECHADO (LIGADO/DESLIGADO/ABERTO/FECHADO),DJF1,5
DISJUNTOR NF,DJF1,1
DISJUNTOR NF,DJF1,1
DISJ NF,DJF1,2
DISJ NF,DJF1,2
DISJ NF 01Q0 - FECHADO,DJF1,3
DISJUNTOR NF 01F1 - POS. REMOTO,DJF1,3
011 - POS. REMOTO,DJF1,4
NF 5-21 - FECHADO,DJF1,4
01F1 IED DISUJNTRO TRIP 01F1,DJF1,5
52-2 DISJ RTIP NF,DJF1,5
ESTADO EQUIPAMENTO,EST,1
ESTADO EQUIPAMENTO,EST,1
ESTADO EQUIPAMENTO,EST,2
ESTADO EQUIPAMENTO,EST,2
EQUIPAMENTO ESTADO 43TC - BLOQUEIO,EST,3
EQUIPAMENTO ESTADO 43TC - FECHADO,EST,3
ESTADO EQUIPAMEENTO IED 01F1 FECHADO,EST,4
ESTADO 01Q0 - FECHADO,EST,4
EQUIPAMENTO 01Q0 52-1REEMOTO,EST,5
52- - 010Q ESTADO,EST,5
FALHA ABERTURA OU FECHAMENTO,FLAF,1
FALHA ABERTURA OU FECHAMENTO,FLAF,1
FALHA ABERTURA OU FECHAMENTO,FLAF,2
FALHA ABERTURA OU FECHAMENTO,FLAF,2
FALHA OU FECHAMENTO ABERTURA 01F1 - FECHADO,FLAF,3
FALHA OU FECHAMENTO ABERTURA 52-2 - POS. REMOTO,FLAF,3
OU FECHAMENTO 01Q0 - ECHADO,FLAF,4
OU FALHA FECHAEMNTO 01Q0 -,FLAF,4
OU- 01F1 FALHA IED TRIP,FLAF,5
ABERTO 01Q0 FECHAMENTO 01F1 FALA,FLAF,5
FALHA FLUXO DE OLEO BOMBA,OLFL,1
FALHA FLUXO DE OLEO BOMBA,OLFL,1
FALHA FLUXO DE OLEO BOMBA,OLFL,2
FALHA FLUXO DE OLEO BOMBA,OLFL,2
FLUXO OLEO FALHA BOMBA DE 43TC - ABERTO,OLFL,3
FALHA BOMBA OLEO DE FLUXO 52-2 - POS. REMOTO,OLFL,3
FALHA OLOE FLUXO DE 01F1 -,OLFL,4
FALHHA OLEO BOMBA DE 52-2 -,OLFL,4
- OLEO BOMBA 01F1 FLUOX BLLOQUEIO,OLFL,5
01F11 BOLQUEIO DE OLEO BOMBA,OLFL,5
FALHA BOMBAS OLEO,BBFL,1
FALHA BOMBAS OLEO,BBFL,1
FALHA BOMBAS OLEO,BBFL,2
FALHA BOMBAS OLEO,BBFL,2
BOMBAS OLEO FALHA IED 01F1 - FECHADO,BBFL,3
OLEO BOMBAS FALHA IED 01F1 - ABERTO,BBFL,3
FALHA BOMABS 52-1 - BLOQUEIO,BBFL,4
FFALHA BOMBAS 52-2 - ABERTO,BBFL,4
FCHAOD - 43TC OLEO,BBFL,5
BLOQUUEI 52-2 FALHA 01F1,BBFL,5
BLOQUEIO PROTECAO DE BARRA,BPBR,1
BLOQUEIO PROTECAO DE BARRA,BPBR,1
BLOQUEIO PROT DE BARRA,BPBR,2
BLOQ PROT DE BARRA,BPBR,2
DE BLOQ BARRA PROTECAO 43TC - FECHADO,BPBR,3
PROT BARRA BLOQUEIO DE 52-1 - BLOQUEIO,BPBR,3
PORT BARRA BLOQ DE 01F1,BPBR,4
DE BARRA BLOQUEIO PROT 01F1 - REMOTO,BPBR,4
FECHADO - 43TC PPRROTECAO 52-1,BPBR,5
DE - POS. 52-1 PROT RMEOTO 011F1 BLOQ,BPBR,5
FALHA CDC,CDFL,1
FALHA CDC,CDFL,1
FALHA CDC,CDFL,2
FALHA CDC,CDFL,2
CDC FALHA 01Q0 - FECHADO,CDFL,3
CDC FALHA 01Q0 - ABERTO,CDFL,3
CDC0 1F1 POS. REMOTO,CDFL,4
CDC FALHA 52-1-,CDFL,4
FLHA IED ABERTOO 01F1 52-2,CDFL,5
- 01Q0 FALHAA 52-2,CDFL,5
FALHA COMUNICACAO,FCOM,1
FALHA COMUNICACAO,FCOM,1
FALHA COMUNICACAO,FCOM,2
FALHA COMUNICACAO,FCOM,2
FALHA COMUNICACAO 43TC - TRIP,FCOM,3
FALHA COMUNICACAO 52-2 - ABERTO,FCOM,3
FALHA 01F1 - FECHADOO,FCOM,4
COUMNICACAO FALHA 01F1 - BLOQUEIO,FCOM,4
01Q0 ABETOO 01Q0 COMUNICACAO,FCOM,5
COMUNICACAO - 010Q 0Q10,FCOM,5
FALHA COMUNICACAO AVR RELE 90,FCAV,1
FALHA COMUNICACAO AVR RELE 90,FCAV,1
FALHA COMUNICACAO AVR RELE 90,FCAV,2
FALHA COMUNICACAO AVR RELE 90,FCAV,2
RELE AVR 90 COMUNICACAO FALHA 01Q0 - TRIP,FCAV,3
RELE 90 COMUNICACAO AVR FALHA 52-1 - POS. REMOTO,FCAV,3
COMUNICACAO AVR RELE 52- 2POS. (90),FCAV,4
FALHA 9 0RELE AVR 01F1 -,FCAV,4
01Q0 FALHA (90)) 43TC POS. REMOOTO AVR,FCAV,5
RTIP AVR 01F1 - 5-1 FALHA,FCAV,5
FALHA COMUNICACAO PARALELISMO INTERNO,FCPR,1
FALHA COMUNICACAO PARALELISMO INTERNO,FCPR,1
FALHA COMUNICACAO PARALELISMO INTERNO,FCPR,2
FALHA COMUNICACAO PARALELISMO INTERNO,FCPR,2
COMUNICACAO PARALELISMO FALHA INTERNO 52-1 - TRIP,FCPR,3
COMUNICACAO PARALELISMO INTERNO FALHA 52-2 - FECHADO,FCPR,3
COMUNICACAO INTERNO PARALELISMO FALHA 43TC FCHADO,FCPR,4
COMUNICACAO PARALELISMO INTERNO 34TC BLOQUEIO,FCPR,4
APARALELISMO 01Q0 INTERNOCOMUNICACAO FALH -,FCPR,5
COMUNICACAO - PARALEILSMO 52-2 INTERNO FECHADO,FCPR,5
FALHA COMUNICACAO RELE 21,FC21,1
FALHA COMUNICACAO RELE 21,FC21,1
FALHA COMUNICACAO RELE 21,FC21,2
FALHA COMUNICACAO RELE 21,FC21,2
COMUNICACAO RELE FALHA 21 52-1 - FECHADO,FC21,3
COMUNICACAO 21 FALHA RELE 52-2 - ABERTO,FC21,3
FALHA COMUNICACAO 12 RELE - ABERTO,FC21,4
COMUNICACAO 21 RELE 52-1 - RIP,FC21,4
REOMTO 01F1 IIED 21 FALHA COMUNICACAO -,FC21,5
01Q0 RELE FECHAO (21) FALHA,FC21,5
FALHA COMUNICACAO RELE 2414,FC14,1
FALHA COMUNICACAO RELE 2414,FC14,1
FALHA COMUNICACAO RELE 2414,FC14,2
FALHA COMUNICACAO RELE 2414,FC14,2
2414 FALHA RELE COMUNICACAO 52-1 - BLOQUEIO,FC14,3
FALHA 2414 RELE COMUNICACAO 52-2 - POS. REMOTO,FC14,3
2414 RELE 01F1 - FEHCADO,FC14,4
COMUNICACAO RELE FALHA 414 - POS.,FC14,4
- 2414 FEAHDO 01F1 COMUNICACAO,FC14,5
FAHA ABERTO 01Q0 001Q0 -,FC14,5
FALHA COMUNICACAO RELE 25,FC25,1
FALHA COMUNICACAO RELE 25,FC25,1
FALHA COMUNICACAO RELE 25,FC25,2
FALHA COMUNICACAO RELE 25,FC25,2
RELE 25 COMUNICACAO FALHA IED 01F1 - TRIP,FC25,3
COMUNICACAO RELE 25 FALHA 01F1 - ABERTO,FC25,3
COMUNICACAO FALHHA 25 IED 01F1 TRIP,FC25,4
FLHA RELE 25 01F1 TRIP,FC25,4
52-2 - RELE 52-2 25 FAHA,FC25,5
01Q0 COMUNICACAO FAHLA RELE 25,FC25,5
FALHA COMUNICACAO RELE 67,FC67,1
FALHA COMUNICACAO RELE 67,FC67,1
FALHA COMUNICACAO RELE 67,FC67,2
FALHA COMUNICACAO RELE 67,FC67,2
FALHA COMUNICACAO 67 RELE IED 01F1 - TRIP,FC67,3
RELE FALHA 67 COMUNICACAO 01F1 - TRIP,FC67,3
RELE 67 COMMUNICACAO 01F1 - TRIP,FC67,4
COMUNICACAO 43TC TRIP( 67),FC67,4
COMUNICACCAO 01F1 FALLHA FECHADO 67,FC67,5
(67) ABETRO 52-1 52-2,FC67,5
FALHA COMUNICACAO RELE 87,FC87,1
FALHA COMUNICACAO RELE 87,FC87,1
FALHA COMUNICACAO RELE 87,FC87,2
FALHA COMUNICACAO RELE 87,FC87,2
FALHA 87 RELE COMUNICACAO 52-1 - TRIP,FC87,3
FALHA RELE 87 COMUNICACAO IED 01F1 - TRIP,FC87,3
RELE FALHA COMMUNICACAO 52-1 -,FC87,4
FALHA 87 COMUNICACAO ELE 43TC,FC87,4
RELE REMOTTO 43TC (87) COMUICACAO,FC87,5
- 01Q0 COMUNICACCAO FALHA ABERTO 87,FC87,5
FALHA COMUNICACAO RELE 90,FC90,1
FALHA COMUNICACAO RELE 90,FC90,1
FALHA COMUNICACAO RELE 90,FC90,2
FALHA COMUNICACAO RELE 90,FC90,2
COMUNICACAO 90 RELE FALHA IED 01F1 - TRIP,FC90,3
90 COMUNICACAO FALHA RELE 01Q0 - ABERTO,FC90,3
RELE FAALHA COMUNICACAO 52-2 - TRIP,FC90,4
FALHA COMUNICACAO RELE 01F1 RMOTO (90),FC90,4
01F1 ERLE FECHADO COMUNICACAAO 01F1 IED,FC90,5
BLOQUEEIO (90) 52-1 52-2 ALHA,FC90,5
FALHA COMUNICACAO RELE CONTROLE,FCRC,1
FALHA COMUNICACAO RELE CONTROLE,FCRC,1
